,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
175,Air transportation,0.00000,SB43,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
176,Other transportation,0.00000,SB45,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
177,Warehouses,0.00000,SC01,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
178,Other commercial,0.00000,SC02,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
179,Multimerchandise shopping,0.00000,SC03,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
180,Food and beverage establishments,0.00000,SC04,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
181,Manufacturing,0.00000,SI00,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
182,Public safety,0.00000,SO03,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
183,Office,0.00000,SOO1,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
184,Medical buildings,0.00000,SOO2,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
185,Amusement and recreation,0.00000,SB42,0.00000,0.00476,0.00691,0.00625,Structures,0.02743,0.03235,0.03101,0.02743,0.03235,0.03101,Other Structures,0.00119,0.00173,0.00156,non-corporate,0.00119,0.00173,0.00156,0.00119,0.00173,0.00156,-0.06915,-0.08393,-0.07973
186,Local transit structures,0.00000,SB44,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Other Structures,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
187,Other land transportation,0.00000,SB46,0.00000,0.00318,0.00474,0.00426,Structures,0.01855,0.02241,0.02135,0.01855,0.02241,0.02135,Other Structures,0.00080,0.00119,0.00107,non-corporate,0.00080,0.00119,0.00107,0.00080,0.00119,0.00107,-0.05100,-0.06236,-0.05911
188,Farm,0.00000,SN00,0.00000,0.01141,0.01611,0.01470,Structures,0.06317,0.07236,0.06997,0.06317,0.07236,0.06997,Other Structures,0.00286,0.00404,0.00368,non-corporate,0.00286,0.00404,0.00368,0.00286,0.00404,0.00368,-0.18222,-0.21159,-0.20353
189,Water supply,0.00000,SO01,0.00000,0.01116,0.01582,0.01442,Structures,0.06185,0.07111,0.06870,0.06185,0.07111,0.06870,Other Structures,0.00279,0.00396,0.00361,non-corporate,0.00279,0.00396,0.00361,0.00279,0.00396,0.00361,-0.18222,-0.21159,-0.20353
190,Sewage and waste disposal,0.00000,SO02,0.00000,0.01116,0.01582,0.01442,Structures,0.06185,0.07111,0.06870,0.06185,0.07111,0.06870,Other Structures,0.00279,0.00396,0.00361,non-corporate,0.00279,0.00396,0.00361,0.00279,0.00396,0.00361,-0.18222,-0.21159,-0.20353
191,Highway and conservation and development,0.00000,SO04,0.00000,0.00903,0.01299,0.01179,Structures,0.05069,0.05915,0.05690,0.05069,0.05915,0.05690,Other Structures,0.00226,0.00325,0.00295,non-corporate,0.00226,0.00325,0.00295,0.00226,0.00325,0.00295,-0.14741,-0.17376,-0.16644
192,Mobile structures,0.00000,SOMO,0.00000,0.00654,0.00907,0.00830,Structures,0.03729,0.04206,0.04078,0.03729,0.04206,0.04078,Other Structures,0.00164,0.00227,0.00208,non-corporate,0.00164,0.00227,0.00208,0.00164,0.00227,0.00208,-0.06915,-0.08393,-0.07973
193,Other railroad,0.00000,SU11,0.00000,0.01026,0.01477,0.01341,Structures,0.05718,0.06673,0.06422,0.05718,0.06673,0.06422,Other Structures,0.00257,0.00370,0.00336,non-corporate,0.00257,0.00370,0.00336,0.00257,0.00370,0.00336,-0.18222,-0.21159,-0.20353
194,Track replacement,0.00000,SU12,0.00000,0.00440,0.00648,0.00584,Structures,0.02544,0.03040,0.02904,0.02544,0.03040,0.02904,Other Structures,0.00110,0.00162,0.00146,non-corporate,0.00110,0.00162,0.00146,0.00110,0.00162,0.00146,-0.06915,-0.08393,-0.07973
195,Electric,0.00000,SU30,0.00000,0.00882,0.01274,0.01155,Structures,0.04959,0.05810,0.05584,0.04959,0.05810,0.05584,Other Structures,0.00221,0.00319,0.00289,non-corporate,0.00221,0.00319,0.00289,0.00221,0.00319,0.00289,-0.14741,-0.17376,-0.16644
196,Wind and solar,0.00000,SU60,0.00000,0.00352,0.00515,0.00465,Structures,0.02048,0.02433,0.02327,0.02048,0.02433,0.02327,Other Structures,0.00088,0.00129,0.00116,non-corporate,0.00088,0.00129,0.00116,0.00088,0.00129,0.00116,-0.05100,-0.06236,-0.05911
197,Residential,0.00000,RES,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Residential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
198,Computers and Software,0.00000,,0.00000,0.11005,0.14663,0.13482,Equipment,-0.04101,0.20037,0.16954,-0.03121,0.17873,0.14463,Computers and Software,-0.00109,0.01453,0.00950,corporate,-0.00109,0.01453,0.00950,-0.00109,0.01453,0.00950,-0.03510,-0.05675,-0.04999
199,Industrial Machinery,0.00000,,0.00000,0.09612,0.12534,0.11573,Equipment,-0.22921,0.12096,0.07163,-0.17442,0.10789,0.06111,Industrial Machinery,-0.00538,0.00798,0.00363,corporate,-0.00538,0.00798,0.00363,-0.00538,0.00798,0.00363,-0.05746,-0.09055,-0.08040
200,Instruments and Communications Equipment,0.00000,,0.00000,0.09780,0.12796,0.11807,Equipment,-0.20387,0.13159,0.08473,-0.15513,0.11737,0.07228,Instruments and Communications Equipment,-0.00486,0.00879,0.00435,corporate,-0.00486,0.00879,0.00435,-0.00486,0.00879,0.00435,-0.05688,-0.08967,-0.07961
201,Intellectual Property,0.00000,,0.00000,0.08907,0.11248,0.10498,Intellectual Property,-0.34478,0.06489,0.00671,-0.26236,0.05788,0.00573,Intellectual Property,-0.00755,0.00402,0.00032,corporate,-0.00755,0.00402,0.00032,-0.00755,0.00402,0.00032,-0.02364,-0.04020,-0.03552
204,Mining and Drilling Structures,0.00000,,0.00000,0.09107,0.11769,0.10887,Structures,-0.31033,0.08844,0.03114,-0.23614,0.07889,0.02657,Mining and Drilling Structures,-0.00693,0.00563,0.00152,corporate,-0.00693,0.00563,0.00152,-0.00693,0.00563,0.00152,-0.06489,-0.09968,-0.08919
205,Nonresidential Buildings,0.00000,,0.00000,0.09324,0.13867,0.12376,Structures,-0.10520,0.13793,0.10519,-0.08005,0.12303,0.08973,Nonresidential Buildings,-0.00416,0.01529,0.00895,corporate,-0.00416,0.01529,0.00895,-0.00416,0.01529,0.00895,0.05793,0.00000,0.01304
206,Office and Residential Equipment,0.00000,,0.00000,0.09724,0.12705,0.11727,Equipment,-0.21228,0.12794,0.08027,-0.16153,0.11412,0.06848,Office and Residential Equipment,-0.00503,0.00851,0.00410,corporate,-0.00503,0.00851,0.00410,-0.00503,0.00851,0.00410,-0.05662,-0.08929,-0.07927
207,Other Equipment,0.00000,,0.00000,0.10065,0.13248,0.12207,Equipment,-0.16278,0.14928,0.10638,-0.12387,0.13316,0.09075,Other Equipment,-0.00398,0.01018,0.00558,corporate,-0.00398,0.01018,0.00558,-0.00398,0.01018,0.00558,-0.05746,-0.09055,-0.08040
208,Other Industrial Equipment,0.00000,,0.00000,0.09835,0.13003,0.11960,Equipment,-0.19576,0.13980,0.09313,-0.14896,0.12470,0.07945,Other Industrial Equipment,-0.00469,0.00943,0.00482,corporate,-0.00469,0.00943,0.00482,-0.00469,0.00943,0.00482,-0.08265,-0.12538,-0.11263
209,Other Structures,0.00000,,0.00000,0.09257,0.12282,0.11271,Structures,-0.28415,0.11048,0.05434,-0.21622,0.09854,0.04636,Other Structures,-0.00646,0.00722,0.00271,corporate,-0.00646,0.00722,0.00271,-0.00646,0.00722,0.00271,-0.11214,-0.16600,-0.15029
210,Residential Buildings,0.00000,,0.00000,0.08838,0.12920,0.11547,Structures,-0.19134,0.12001,0.07729,-0.14560,0.10704,0.06593,Residential Buildings,-0.00628,0.01161,0.00567,corporate,-0.00628,0.01161,0.00567,-0.00628,0.01161,0.00567,0.05632,0.00000,0.01378
211,Transportation Equipment,0.00000,,0.00000,0.09690,0.12636,0.11670,Equipment,-0.21741,0.12511,0.07708,-0.16544,0.11160,0.06576,Transportation Equipment,-0.00514,0.00829,0.00392,corporate,-0.00514,0.00829,0.00392,-0.00514,0.00829,0.00392,-0.05436,-0.08508,-0.07569
212,Computers and Software,0.00000,,0.00000,0.02008,0.02536,0.02381,Equipment,0.10557,0.10932,0.10852,0.10557,0.10932,0.10852,Computers and Software,0.00503,0.00635,0.00596,non-corporate,0.00503,0.00635,0.00596,0.00503,0.00635,0.00596,-0.04331,-0.05316,-0.05034
213,Industrial Machinery,0.00000,,0.00000,0.01004,0.01332,0.01234,Equipment,0.05602,0.06056,0.05940,0.05602,0.06056,0.05940,Industrial Machinery,0.00251,0.00334,0.00309,non-corporate,0.00251,0.00334,0.00309,0.00251,0.00334,0.00309,-0.06915,-0.08393,-0.07973
214,Instruments and Communications Equipment,0.00000,,0.00000,0.01164,0.01525,0.01418,Equipment,0.06432,0.06876,0.06764,0.06432,0.06876,0.06764,Instruments and Communications Equipment,0.00291,0.00382,0.00355,non-corporate,0.00291,0.00382,0.00355,0.00291,0.00382,0.00355,-0.06850,-0.08316,-0.07899
215,Intellectual Property,0.00000,,0.00000,0.00460,0.00615,0.00570,Intellectual Property,0.02654,0.02892,0.02836,0.02654,0.02892,0.02836,Intellectual Property,0.00115,0.00154,0.00143,non-corporate,0.00115,0.00154,0.00143,0.00115,0.00154,0.00143,-0.02585,-0.03208,-0.03036
218,Mining and Drilling Structures,0.00000,,0.00000,0.00621,0.00863,0.00790,Structures,0.03550,0.04009,0.03886,0.03550,0.04009,0.03886,Mining and Drilling Structures,0.00156,0.00216,0.00198,non-corporate,0.00156,0.00216,0.00198,0.00156,0.00216,0.00198,-0.06762,-0.08160,-0.07764
219,Nonresidential Buildings,0.00000,,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
220,Office and Residential Equipment,0.00000,,0.00000,0.01072,0.01413,0.01311,Equipment,0.05959,0.06400,0.06288,0.05959,0.06400,0.06288,Office and Residential Equipment,0.00268,0.00354,0.00328,non-corporate,0.00268,0.00354,0.00328,0.00268,0.00354,0.00328,-0.06734,-0.08179,-0.07768
221,Other Equipment,0.00000,,0.00000,0.01312,0.01706,0.01589,Equipment,0.07186,0.07627,0.07518,0.07186,0.07627,0.07518,Other Equipment,0.00328,0.00427,0.00398,non-corporate,0.00328,0.00427,0.00398,0.00328,0.00427,0.00398,-0.06915,-0.08393,-0.07973
222,Other Industrial Equipment,0.00000,,0.00000,0.01100,0.01452,0.01347,Equipment,0.06104,0.06565,0.06448,0.06104,0.06565,0.06448,Other Industrial Equipment,0.00275,0.00364,0.00337,non-corporate,0.00275,0.00364,0.00337,0.00275,0.00364,0.00337,-0.07305,-0.08820,-0.08391
223,Other Structures,0.00000,,0.00000,0.00832,0.01188,0.01080,Structures,0.04681,0.05426,0.05229,0.04681,0.05426,0.05229,Other Structures,0.00208,0.00297,0.00271,non-corporate,0.00208,0.00297,0.00271,0.00208,0.00297,0.00271,-0.13266,-0.15579,-0.14938
224,Residential Buildings,0.00000,,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Residential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
225,Transportation Equipment,0.00000,,0.00000,0.01049,0.01373,0.01277,Equipment,0.05837,0.06233,0.06133,0.05837,0.06233,0.06133,Transportation Equipment,0.00263,0.00344,0.00320,non-corporate,0.00263,0.00344,0.00320,0.00263,0.00344,0.00320,-0.05709,-0.06951,-0.06597
226,Equipment,0.00000,,0.00000,0.09871,0.12959,0.11947,Equipment,-0.19051,0.13804,0.09239,-0.14496,0.12313,0.07882,Equipment,-0.00458,0.00929,0.00478,corporate,-0.00458,0.00929,0.00478,-0.00458,0.00929,0.00478,-0.06053,-0.09427,-0.08400
230,Structures,0.00000,,0.00000,0.09239,0.12989,0.11752,Structures,-0.17386,0.12650,0.08488,-0.13230,0.11284,0.07241,Structures,-0.00540,0.01111,0.00571,corporate,-0.00540,0.01111,0.00571,-0.00540,0.01111,0.00571,-0.00764,-0.05902,-0.04602
231,Equipment,0.00000,,0.00000,0.01190,0.01555,0.01446,Equipment,0.06568,0.06999,0.06891,0.06568,0.06999,0.06891,Equipment,0.00298,0.00389,0.00362,non-corporate,0.00298,0.00389,0.00362,0.00298,0.00389,0.00362,-0.06520,-0.07913,-0.07517
235,Structures,0.00000,,0.00000,0.00140,0.00198,0.00181,Structures,0.00595,0.00684,0.00661,0.00595,0.00684,0.00661,Structures,0.00035,0.00050,0.00045,non-corporate,0.00035,0.00050,0.00045,0.00035,0.00050,0.00045,-0.02024,-0.02391,-0.02289
236,Overall,0.00000,,0.00000,0.09396,0.13128,0.11912,Overall,-0.16032,0.13141,0.09157,-0.12199,0.11721,0.07812,Overall,-0.00497,0.01144,0.00612,corporate,-0.00497,0.01144,0.00612,-0.00497,0.01144,0.00612,-0.01894,-0.05050,-0.04208
237,Overall,0.00000,,0.00000,0.00164,0.00220,0.00203,Overall,0.00669,0.00728,0.00713,0.00669,0.00728,0.00713,Overall,0.00041,0.00055,0.00051,non-corporate,0.00041,0.00055,0.00051,0.00041,0.00055,0.00051,-0.01275,-0.01530,-0.01458
