Codes:,depreciation,interest_paid,total_net_income,total_net_loss
32541,323842670.528,129254147.465,3098193261.53,476685099.099
325411,80960667.632,32313536.8661,774548315.383,119171274.775
325412,80960667.632,32313536.8661,774548315.383,119171274.775
325413,80960667.632,32313536.8661,774548315.383,119171274.775
325414,80960667.632,32313536.8661,774548315.383,119171274.775
3255,323842670.528,129254147.465,3098193261.53,476685099.099
32551,161921335.264,64627073.7323,1549096630.77,238342549.55
325510,161921335.264,64627073.7323,1549096630.77,238342549.55
32552,161921335.264,64627073.7323,1549096630.77,238342549.55
325520,161921335.264,64627073.7323,1549096630.77,238342549.55
3256,323842670.528,129254147.465,3098193261.53,476685099.099
32561,161921335.264,64627073.7323,1549096630.77,238342549.55
325611,53973778.4213,21542357.9108,516365543.589,79447516.5166
325612,53973778.4213,21542357.9108,516365543.589,79447516.5166
325613,53973778.4213,21542357.9108,516365543.589,79447516.5166
32562,161921335.264,64627073.7323,1549096630.77,238342549.55
325620,161921335.264,64627073.7323,1549096630.77,238342549.55
3259,323842670.528,129254147.465,3098193261.53,476685099.099
32591,107947556.843,43084715.8215,1032731087.18,158895033.033
325910,107947556.843,43084715.8215,1032731087.18,158895033.033
32592,107947556.843,43084715.8215,1032731087.18,158895033.033
325920,107947556.843,43084715.8215,1032731087.18,158895033.033
32599,107947556.843,43084715.8215,1032731087.18,158895033.033
325991,35982518.9476,14361571.9405,344243695.726,52965011.0111
325992,35982518.9476,14361571.9405,344243695.726,52965011.0111
325998,35982518.9476,14361571.9405,344243695.726,52965011.0111
326,232673968.197,556491003.349,1135822982.42,637889968.197
3261,116336984.099,278245501.674,567911491.212,318944984.099
32611,16619569.157,39749357.382,81130213.0303,45563569.157
326111,5539856.38565,13249785.794,27043404.3434,15187856.3857
326112,5539856.38565,13249785.794,27043404.3434,15187856.3857
326113,5539856.38565,13249785.794,27043404.3434,15187856.3857
32612,16619569.157,39749357.382,81130213.0303,45563569.157
326121,8309784.57848,19874678.691,40565106.5152,22781784.5785
326122,8309784.57848,19874678.691,40565106.5152,22781784.5785
32613,16619569.157,39749357.382,81130213.0303,45563569.157
326130,16619569.157,39749357.382,81130213.0303,45563569.157
32614,16619569.157,39749357.382,81130213.0303,45563569.157
326140,16619569.157,39749357.382,81130213.0303,45563569.157
32615,16619569.157,39749357.382,81130213.0303,45563569.157
326150,16619569.157,39749357.382,81130213.0303,45563569.157
32616,16619569.157,39749357.382,81130213.0303,45563569.157
326160,16619569.157,39749357.382,81130213.0303,45563569.157
32619,16619569.157,39749357.382,81130213.0303,45563569.157
326191,8309784.57848,19874678.691,40565106.5152,22781784.5785
326199,8309784.57848,19874678.691,40565106.5152,22781784.5785
3262,116336984.099,278245501.674,567911491.212,318944984.099
32621,38778994.6996,92748500.5581,189303830.404,106314994.7
326211,19389497.3498,46374250.2791,94651915.202,53157497.3498
326212,19389497.3498,46374250.2791,94651915.202,53157497.3498
32622,38778994.6996,92748500.5581,189303830.404,106314994.7
326220,38778994.6996,92748500.5581,189303830.404,106314994.7
32629,38778994.6996,92748500.5581,189303830.404,106314994.7
326291,19389497.3498,46374250.2791,94651915.202,53157497.3498
326299,19389497.3498,46374250.2791,94651915.202,53157497.3498
327,217197955.567,210463004.679,581814975.444,413917955.567
3271,43439591.1134,42092600.9357,116362995.089,82783591.1134
32711,21719795.5567,21046300.4679,58181497.5444,41391795.5567
327110,21719795.5567,21046300.4679,58181497.5444,41391795.5567
32712,21719795.5567,21046300.4679,58181497.5444,41391795.5567
327120,21719795.5567,21046300.4679,58181497.5444,41391795.5567
3272,43439591.1134,42092600.9357,116362995.089,82783591.1134
32721,43439591.1134,42092600.9357,116362995.089,82783591.1134
327211,10859897.7783,10523150.2339,29090748.7722,20695897.7783
327212,10859897.7783,10523150.2339,29090748.7722,20695897.7783
327213,10859897.7783,10523150.2339,29090748.7722,20695897.7783
327215,10859897.7783,10523150.2339,29090748.7722,20695897.7783
3273,43439591.1134,42092600.9357,116362995.089,82783591.1134
32731,10859897.7783,10523150.2339,29090748.7722,20695897.7783
327310,10859897.7783,10523150.2339,29090748.7722,20695897.7783
32732,10859897.7783,10523150.2339,29090748.7722,20695897.7783
327320,10859897.7783,10523150.2339,29090748.7722,20695897.7783
32733,10859897.7783,10523150.2339,29090748.7722,20695897.7783
327331,5429948.88917,5261575.11696,14545374.3861,10347948.8892
327332,5429948.88917,5261575.11696,14545374.3861,10347948.8892
32739,10859897.7783,10523150.2339,29090748.7722,20695897.7783
327390,10859897.7783,10523150.2339,29090748.7722,20695897.7783
3274,43439591.1134,42092600.9357,116362995.089,82783591.1134
32741,21719795.5567,21046300.4679,58181497.5444,41391795.5567
327410,21719795.5567,21046300.4679,58181497.5444,41391795.5567
32742,21719795.5567,21046300.4679,58181497.5444,41391795.5567
327420,21719795.5567,21046300.4679,58181497.5444,41391795.5567
3279,43439591.1134,42092600.9357,116362995.089,82783591.1134
32791,21719795.5567,21046300.4679,58181497.5444,41391795.5567
327910,21719795.5567,21046300.4679,58181497.5444,41391795.5567
32799,21719795.5567,21046300.4679,58181497.5444,41391795.5567
327991,5429948.88917,5261575.11696,14545374.3861,10347948.8892
327992,5429948.88917,5261575.11696,14545374.3861,10347948.8892
327993,5429948.88917,5261575.11696,14545374.3861,10347948.8892
327999,5429948.88917,5261575.11696,14545374.3861,10347948.8892
331,238327947.008,429550005.58,1890240970.71,854808947.008
3311,0.0,0.0,0.0,0.0
33111,0.0,0.0,0.0,0.0
331110,0.0,0.0,0.0,0.0
3312,0.0,0.0,0.0,0.0
33121,0.0,0.0,0.0,0.0
331210,0.0,0.0,0.0,0.0
33122,0.0,0.0,0.0,0.0
331221,0.0,0.0,0.0,0.0
331222,0.0,0.0,0.0,0.0
3313,238327947.008,429550005.58,1890240970.71,854808947.008
33131,238327947.008,429550005.58,1890240970.71,854808947.008
331313,0.0,0.0,0.0,0.0
331314,0.0,0.0,0.0,0.0
331315,238327947.008,429550005.58,1890240970.71,854808947.008
331318,0.0,0.0,0.0,0.0
3314,0.0,0.0,0.0,0.0
33141,0.0,0.0,0.0,0.0
331410,0.0,0.0,0.0,0.0
33142,0.0,0.0,0.0,0.0
331420,0.0,0.0,0.0,0.0
33149,0.0,0.0,0.0,0.0
331491,0.0,0.0,0.0,0.0
331492,0.0,0.0,0.0,0.0
3315,0.0,0.0,0.0,0.0
33151,0.0,0.0,0.0,0.0
331511,0.0,0.0,0.0,0.0
331512,0.0,0.0,0.0,0.0
331513,0.0,0.0,0.0,0.0
33152,0.0,0.0,0.0,0.0
331523,0.0,0.0,0.0,0.0
331524,0.0,0.0,0.0,0.0
331529,0.0,0.0,0.0,0.0
332,523354936.611,317451006.674,2410151964.97,747321936.611
3321,0.0,0.0,0.0,0.0
33211,0.0,0.0,0.0,0.0
332111,0.0,0.0,0.0,0.0
332112,0.0,0.0,0.0,0.0
332114,0.0,0.0,0.0,0.0
332117,0.0,0.0,0.0,0.0
332119,0.0,0.0,0.0,0.0
3322,523354936.611,317451006.674,2410151964.97,747321936.611
33221,523354936.611,317451006.674,2410151964.97,747321936.611
332215,523354936.611,317451006.674,2410151964.97,747321936.611
332216,0.0,0.0,0.0,0.0
3323,0.0,0.0,0.0,0.0
33231,0.0,0.0,0.0,0.0
332311,0.0,0.0,0.0,0.0
332312,0.0,0.0,0.0,0.0
332313,0.0,0.0,0.0,0.0
33232,0.0,0.0,0.0,0.0
332321,0.0,0.0,0.0,0.0
332322,0.0,0.0,0.0,0.0
332323,0.0,0.0,0.0,0.0
3324,0.0,0.0,0.0,0.0
33241,0.0,0.0,0.0,0.0
332410,0.0,0.0,0.0,0.0
33242,0.0,0.0,0.0,0.0
332420,0.0,0.0,0.0,0.0
33243,0.0,0.0,0.0,0.0
332431,0.0,0.0,0.0,0.0
332439,0.0,0.0,0.0,0.0
3325,0.0,0.0,0.0,0.0
33251,0.0,0.0,0.0,0.0
332510,0.0,0.0,0.0,0.0
3326,0.0,0.0,0.0,0.0
33261,0.0,0.0,0.0,0.0
332613,0.0,0.0,0.0,0.0
332618,0.0,0.0,0.0,0.0
3327,0.0,0.0,0.0,0.0
33271,0.0,0.0,0.0,0.0
332710,0.0,0.0,0.0,0.0
33272,0.0,0.0,0.0,0.0
332721,0.0,0.0,0.0,0.0
332722,0.0,0.0,0.0,0.0
3328,0.0,0.0,0.0,0.0
33281,0.0,0.0,0.0,0.0
332811,0.0,0.0,0.0,0.0
332812,0.0,0.0,0.0,0.0
332813,0.0,0.0,0.0,0.0
3329,0.0,0.0,0.0,0.0
33291,0.0,0.0,0.0,0.0
332911,0.0,0.0,0.0,0.0
332912,0.0,0.0,0.0,0.0
332913,0.0,0.0,0.0,0.0
332919,0.0,0.0,0.0,0.0
33299,0.0,0.0,0.0,0.0
332991,0.0,0.0,0.0,0.0
332992,0.0,0.0,0.0,0.0
332993,0.0,0.0,0.0,0.0
332994,0.0,0.0,0.0,0.0
332996,0.0,0.0,0.0,0.0
332999,0.0,0.0,0.0,0.0
333,692092902.483,277879010.268,4355273946.11,870785902.483
3331,98870414.6405,39697001.4668,622181992.301,124397986.069
33311,32956804.8802,13232333.8223,207393997.434,41465995.3564
333111,16478402.4401,6616166.91114,103696998.717,20732997.6782
333112,16478402.4401,6616166.91114,103696998.717,20732997.6782
33312,32956804.8802,13232333.8223,207393997.434,41465995.3564
333120,32956804.8802,13232333.8223,207393997.434,41465995.3564
33313,32956804.8802,13232333.8223,207393997.434,41465995.3564
333131,16478402.4401,6616166.91114,103696998.717,20732997.6782
333132,16478402.4401,6616166.91114,103696998.717,20732997.6782
3332,98870414.6405,39697001.4668,622181992.301,124397986.069
33324,98870414.6405,39697001.4668,622181992.301,124397986.069
333241,19774082.9281,7939400.29337,124436398.46,24879597.2138
333242,19774082.9281,7939400.29337,124436398.46,24879597.2138
333243,19774082.9281,7939400.29337,124436398.46,24879597.2138
333244,19774082.9281,7939400.29337,124436398.46,24879597.2138
333249,19774082.9281,7939400.29337,124436398.46,24879597.2138
3333,98870414.6405,39697001.4668,622181992.301,124397986.069
33331,98870414.6405,39697001.4668,622181992.301,124397986.069
333314,32956804.8802,13232333.8223,207393997.434,41465995.3564
333316,32956804.8802,13232333.8223,207393997.434,41465995.3564
333318,32956804.8802,13232333.8223,207393997.434,41465995.3564
3334,98870414.6405,39697001.4668,622181992.301,124397986.069
33341,98870414.6405,39697001.4668,622181992.301,124397986.069
333413,32956804.8802,13232333.8223,207393997.434,41465995.3564
333414,32956804.8802,13232333.8223,207393997.434,41465995.3564
333415,32956804.8802,13232333.8223,207393997.434,41465995.3564
3335,98870414.6405,39697001.4668,622181992.301,124397986.069
33351,98870414.6405,39697001.4668,622181992.301,124397986.069
333511,19774082.9281,7939400.29337,124436398.46,24879597.2138
333514,19774082.9281,7939400.29337,124436398.46,24879597.2138
333515,19774082.9281,7939400.29337,124436398.46,24879597.2138
333517,19774082.9281,7939400.29337,124436398.46,24879597.2138
333519,19774082.9281,7939400.29337,124436398.46,24879597.2138
3336,98870414.6405,39697001.4668,622181992.301,124397986.069
33361,98870414.6405,39697001.4668,622181992.301,124397986.069
333611,24717603.6601,9924250.36671,155545498.075,31099496.5173
333612,24717603.6601,9924250.36671,155545498.075,31099496.5173
333613,24717603.6601,9924250.36671,155545498.075,31099496.5173
333618,24717603.6601,9924250.36671,155545498.075,31099496.5173
3339,98870414.6405,39697001.4668,622181992.301,124397986.069
33391,32956804.8802,13232333.8223,207393997.434,41465995.3564
333911,10985601.6267,4410777.94076,69131332.4779,13821998.4521
333912,10985601.6267,4410777.94076,69131332.4779,13821998.4521
333913,10985601.6267,4410777.94076,69131332.4779,13821998.4521
33392,32956804.8802,13232333.8223,207393997.434,41465995.3564
333921,8239201.22004,3308083.45557,51848499.3584,10366498.8391
333922,8239201.22004,3308083.45557,51848499.3584,10366498.8391
333923,8239201.22004,3308083.45557,51848499.3584,10366498.8391
333924,8239201.22004,3308083.45557,51848499.3584,10366498.8391
33399,32956804.8802,13232333.8223,207393997.434,41465995.3564
333991,4119600.61002,1654041.72778,25924249.6792,5183249.41954
333992,4119600.61002,1654041.72778,25924249.6792,5183249.41954
333993,4119600.61002,1654041.72778,25924249.6792,5183249.41954
333994,4119600.61002,1654041.72778,25924249.6792,5183249.41954
333995,4119600.61002,1654041.72778,25924249.6792,5183249.41954
333996,4119600.61002,1654041.72778,25924249.6792,5183249.41954
333997,4119600.61002,1654041.72778,25924249.6792,5183249.41954
333999,4119600.61002,1654041.72778,25924249.6792,5183249.41954
334,481069748.513,249304026.48,2488635861.02,1461262748.51
3341,80178291.4189,41550671.08,414772643.503,243543791.419
33411,80178291.4189,41550671.08,414772643.503,243543791.419
334111,26726097.1396,13850223.6933,138257547.834,81181263.8063
334112,26726097.1396,13850223.6933,138257547.834,81181263.8063
334118,26726097.1396,13850223.6933,138257547.834,81181263.8063
3342,80178291.4189,41550671.08,414772643.503,243543791.419
33421,26726097.1396,13850223.6933,138257547.834,81181263.8063
334210,26726097.1396,13850223.6933,138257547.834,81181263.8063
33422,26726097.1396,13850223.6933,138257547.834,81181263.8063
334220,26726097.1396,13850223.6933,138257547.834,81181263.8063
33429,26726097.1396,13850223.6933,138257547.834,81181263.8063
334290,26726097.1396,13850223.6933,138257547.834,81181263.8063
3343,80178291.4189,41550671.08,414772643.503,243543791.419
33431,80178291.4189,41550671.08,414772643.503,243543791.419
334310,80178291.4189,41550671.08,414772643.503,243543791.419
3344,80178291.4189,41550671.08,414772643.503,243543791.419
33441,80178291.4189,41550671.08,414772643.503,243543791.419
334412,13363048.5698,6925111.84667,69128773.9171,40590631.9031
334413,13363048.5698,6925111.84667,69128773.9171,40590631.9031
334416,13363048.5698,6925111.84667,69128773.9171,40590631.9031
334417,13363048.5698,6925111.84667,69128773.9171,40590631.9031
334418,13363048.5698,6925111.84667,69128773.9171,40590631.9031
334419,13363048.5698,6925111.84667,69128773.9171,40590631.9031
3345,80178291.4189,41550671.08,414772643.503,243543791.419
33451,80178291.4189,41550671.08,414772643.503,243543791.419
334510,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334511,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334512,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334513,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334514,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334515,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334516,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334517,8908699.04654,4616741.23111,46085849.2781,27060421.2688
334519,8908699.04654,4616741.23111,46085849.2781,27060421.2688
3346,80178291.4189,41550671.08,414772643.503,243543791.419
33461,80178291.4189,41550671.08,414772643.503,243543791.419
334613,40089145.7094,20775335.54,207386321.751,121771895.709
334614,40089145.7094,20775335.54,207386321.751,121771895.709
335,35068895.4349,60022011.01,878913942.212,144576895.435
3351,8767223.85873,15005502.7525,219728485.553,36144223.8587
33511,4383611.92936,7502751.37625,109864242.777,18072111.9294
335110,4383611.92936,7502751.37625,109864242.777,18072111.9294
33512,4383611.92936,7502751.37625,109864242.777,18072111.9294
335121,1461203.97645,2500917.12542,36621414.2589,6024037.30979
335122,1461203.97645,2500917.12542,36621414.2589,6024037.30979
335129,1461203.97645,2500917.12542,36621414.2589,6024037.30979
3352,8767223.85873,15005502.7525,219728485.553,36144223.8587
33521,4383611.92936,7502751.37625,109864242.777,18072111.9294
335210,4383611.92936,7502751.37625,109864242.777,18072111.9294
33522,4383611.92936,7502751.37625,109864242.777,18072111.9294
335221,1095902.98234,1875687.84406,27466060.6941,4518027.98234
335222,1095902.98234,1875687.84406,27466060.6941,4518027.98234
335224,1095902.98234,1875687.84406,27466060.6941,4518027.98234
335228,1095902.98234,1875687.84406,27466060.6941,4518027.98234
3353,8767223.85873,15005502.7525,219728485.553,36144223.8587
33531,8767223.85873,15005502.7525,219728485.553,36144223.8587
335311,2191805.96468,3751375.68813,54932121.3883,9036055.96468
335312,2191805.96468,3751375.68813,54932121.3883,9036055.96468
335313,2191805.96468,3751375.68813,54932121.3883,9036055.96468
335314,2191805.96468,3751375.68813,54932121.3883,9036055.96468
3359,8767223.85873,15005502.7525,219728485.553,36144223.8587
33591,2191805.96468,3751375.68813,54932121.3883,9036055.96468
335911,1095902.98234,1875687.84406,27466060.6941,4518027.98234
335912,1095902.98234,1875687.84406,27466060.6941,4518027.98234
33592,2191805.96468,3751375.68813,54932121.3883,9036055.96468
335921,1095902.98234,1875687.84406,27466060.6941,4518027.98234
335929,1095902.98234,1875687.84406,27466060.6941,4518027.98234
33593,2191805.96468,3751375.68813,54932121.3883,9036055.96468
335931,1095902.98234,1875687.84406,27466060.6941,4518027.98234
335932,1095902.98234,1875687.84406,27466060.6941,4518027.98234
33599,2191805.96468,3751375.68813,54932121.3883,9036055.96468
335991,1095902.98234,1875687.84406,27466060.6941,4518027.98234
335999,1095902.98234,1875687.84406,27466060.6941,4518027.98234
336,2027697816.96,883586019.273,4698868898.84,747837816.959
3361,289671116.708,126226574.182,671266985.549,106833973.851
33611,144835558.354,63113287.0909,335633492.775,53416986.9256
336111,72417779.1771,31556643.5455,167816746.387,26708493.4628
336112,72417779.1771,31556643.5455,167816746.387,26708493.4628
33612,144835558.354,63113287.0909,335633492.775,53416986.9256
336120,144835558.354,63113287.0909,335633492.775,53416986.9256
3362,289671116.708,126226574.182,671266985.549,106833973.851
33621,289671116.708,126226574.182,671266985.549,106833973.851
336211,72417779.1771,31556643.5455,167816746.387,26708493.4628
336212,72417779.1771,31556643.5455,167816746.387,26708493.4628
336213,72417779.1771,31556643.5455,167816746.387,26708493.4628
336214,72417779.1771,31556643.5455,167816746.387,26708493.4628
3363,289671116.708,126226574.182,671266985.549,106833973.851
33631,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336310,36208889.5886,15778321.7727,83908373.1936,13354246.7314
33632,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336320,36208889.5886,15778321.7727,83908373.1936,13354246.7314
33633,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336330,36208889.5886,15778321.7727,83908373.1936,13354246.7314
33634,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336340,36208889.5886,15778321.7727,83908373.1936,13354246.7314
33635,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336350,36208889.5886,15778321.7727,83908373.1936,13354246.7314
33636,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336360,36208889.5886,15778321.7727,83908373.1936,13354246.7314
33637,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336370,36208889.5886,15778321.7727,83908373.1936,13354246.7314
33639,36208889.5886,15778321.7727,83908373.1936,13354246.7314
336390,36208889.5886,15778321.7727,83908373.1936,13354246.7314
3364,289671116.708,126226574.182,671266985.549,106833973.851
33641,289671116.708,126226574.182,671266985.549,106833973.851
336411,48278519.4514,21037762.3636,111877830.925,17805662.3085
336412,48278519.4514,21037762.3636,111877830.925,17805662.3085
336413,48278519.4514,21037762.3636,111877830.925,17805662.3085
336414,48278519.4514,21037762.3636,111877830.925,17805662.3085
336415,48278519.4514,21037762.3636,111877830.925,17805662.3085
336419,48278519.4514,21037762.3636,111877830.925,17805662.3085
3365,289671116.708,126226574.182,671266985.549,106833973.851
33651,289671116.708,126226574.182,671266985.549,106833973.851
336510,289671116.708,126226574.182,671266985.549,106833973.851
3366,289671116.708,126226574.182,671266985.549,106833973.851
33661,289671116.708,126226574.182,671266985.549,106833973.851
336611,144835558.354,63113287.0909,335633492.775,53416986.9256
336612,144835558.354,63113287.0909,335633492.775,53416986.9256
3369,289671116.708,126226574.182,671266985.549,106833973.851
33699,289671116.708,126226574.182,671266985.549,106833973.851
336991,96557038.9028,42075524.7273,223755661.85,35611324.6171
336992,96557038.9028,42075524.7273,223755661.85,35611324.6171
336999,96557038.9028,42075524.7273,223755661.85,35611324.6171
337,34449991.8924,54429000.8537,124995995.519,328055991.892
3371,11483330.6308,18143000.2846,41665331.8398,109351997.297
33711,5741665.3154,9071500.14228,20832665.9199,54675998.6487
337110,5741665.3154,9071500.14228,20832665.9199,54675998.6487
33712,5741665.3154,9071500.14228,20832665.9199,54675998.6487
337121,1148333.06308,1814300.02846,4166533.18398,10935199.7297
337122,1148333.06308,1814300.02846,4166533.18398,10935199.7297
337124,1148333.06308,1814300.02846,4166533.18398,10935199.7297
337125,1148333.06308,1814300.02846,4166533.18398,10935199.7297
337127,1148333.06308,1814300.02846,4166533.18398,10935199.7297
3372,11483330.6308,18143000.2846,41665331.8398,109351997.297
33721,11483330.6308,18143000.2846,41665331.8398,109351997.297
337211,2870832.6577,4535750.07114,10416332.9599,27337999.3244
337212,2870832.6577,4535750.07114,10416332.9599,27337999.3244
337214,2870832.6577,4535750.07114,10416332.9599,27337999.3244
337215,2870832.6577,4535750.07114,10416332.9599,27337999.3244
3379,11483330.6308,18143000.2846,41665331.8398,109351997.297
33791,5741665.3154,9071500.14228,20832665.9199,54675998.6487
337910,5741665.3154,9071500.14228,20832665.9199,54675998.6487
33792,5741665.3154,9071500.14228,20832665.9199,54675998.6487
337920,5741665.3154,9071500.14228,20832665.9199,54675998.6487
339,337205946.03,262492005.683,4467612970.17,1677737946.03
3391,168602973.015,131246002.841,2233806485.09,838868973.015
33911,168602973.015,131246002.841,2233806485.09,838868973.015
339112,33720594.603,26249200.5683,446761297.017,167773794.603
339113,33720594.603,26249200.5683,446761297.017,167773794.603
339114,33720594.603,26249200.5683,446761297.017,167773794.603
339115,33720594.603,26249200.5683,446761297.017,167773794.603
339116,33720594.603,26249200.5683,446761297.017,167773794.603
3399,168602973.015,131246002.841,2233806485.09,838868973.015
33991,28100495.5025,21874333.8069,372301080.848,139811495.502
339910,28100495.5025,21874333.8069,372301080.848,139811495.502
33992,28100495.5025,21874333.8069,372301080.848,139811495.502
339920,28100495.5025,21874333.8069,372301080.848,139811495.502
33993,28100495.5025,21874333.8069,372301080.848,139811495.502
339930,28100495.5025,21874333.8069,372301080.848,139811495.502
33994,28100495.5025,21874333.8069,372301080.848,139811495.502
339940,28100495.5025,21874333.8069,372301080.848,139811495.502
33995,28100495.5025,21874333.8069,372301080.848,139811495.502
339950,28100495.5025,21874333.8069,372301080.848,139811495.502
33999,28100495.5025,21874333.8069,372301080.848,139811495.502
339991,4683415.91708,3645722.30115,62050180.1413,23301915.9171
339992,4683415.91708,3645722.30115,62050180.1413,23301915.9171
339993,4683415.91708,3645722.30115,62050180.1413,23301915.9171
339994,4683415.91708,3645722.30115,62050180.1413,23301915.9171
339995,4683415.91708,3645722.30115,62050180.1413,23301915.9171
339999,4683415.91708,3645722.30115,62050180.1413,23301915.9171
42,4022991041.16,3119336041.16,25445105000.0,6592577041.16
423,1102604015.76,1226294398.73,9854661000.0,3641874015.76
4231,122511557.307,136254933.192,1094962333.33,404652668.418
42311,30627889.3267,34063733.298,273740583.333,101163167.105
423110,30627889.3267,34063733.298,273740583.333,101163167.105
42312,30627889.3267,34063733.298,273740583.333,101163167.105
423120,30627889.3267,34063733.298,273740583.333,101163167.105
42313,30627889.3267,34063733.298,273740583.333,101163167.105
423130,30627889.3267,34063733.298,273740583.333,101163167.105
42314,30627889.3267,34063733.298,273740583.333,101163167.105
423140,30627889.3267,34063733.298,273740583.333,101163167.105
4232,122511557.307,136254933.192,1094962333.33,404652668.418
42321,61255778.6535,68127466.596,547481166.667,202326334.209
423210,61255778.6535,68127466.596,547481166.667,202326334.209
42322,61255778.6535,68127466.596,547481166.667,202326334.209
423220,61255778.6535,68127466.596,547481166.667,202326334.209
4233,122511557.307,136254933.192,1094962333.33,404652668.418
42331,30627889.3267,34063733.298,273740583.333,101163167.105
423310,30627889.3267,34063733.298,273740583.333,101163167.105
42332,30627889.3267,34063733.298,273740583.333,101163167.105
423320,30627889.3267,34063733.298,273740583.333,101163167.105
42333,30627889.3267,34063733.298,273740583.333,101163167.105
423330,30627889.3267,34063733.298,273740583.333,101163167.105
42339,30627889.3267,34063733.298,273740583.333,101163167.105
423390,30627889.3267,34063733.298,273740583.333,101163167.105
4234,122511557.307,136254933.192,1094962333.33,404652668.418
42341,17501651.0439,19464990.456,156423190.476,57807524.0597
423410,17501651.0439,19464990.456,156423190.476,57807524.0597
42342,17501651.0439,19464990.456,156423190.476,57807524.0597
423420,17501651.0439,19464990.456,156423190.476,57807524.0597
42343,17501651.0439,19464990.456,156423190.476,57807524.0597
423430,17501651.0439,19464990.456,156423190.476,57807524.0597
42344,17501651.0439,19464990.456,156423190.476,57807524.0597
423440,17501651.0439,19464990.456,156423190.476,57807524.0597
42345,17501651.0439,19464990.456,156423190.476,57807524.0597
423450,17501651.0439,19464990.456,156423190.476,57807524.0597
42346,17501651.0439,19464990.456,156423190.476,57807524.0597
423460,17501651.0439,19464990.456,156423190.476,57807524.0597
42349,17501651.0439,19464990.456,156423190.476,57807524.0597
423490,17501651.0439,19464990.456,156423190.476,57807524.0597
4235,122511557.307,136254933.192,1094962333.33,404652668.418
42351,61255778.6535,68127466.596,547481166.667,202326334.209
423510,61255778.6535,68127466.596,547481166.667,202326334.209
42352,61255778.6535,68127466.596,547481166.667,202326334.209
423520,61255778.6535,68127466.596,547481166.667,202326334.209
4236,122511557.307,136254933.192,1094962333.33,404652668.418
42361,40837185.769,45418311.064,364987444.444,134884222.806
423610,40837185.769,45418311.064,364987444.444,134884222.806
42362,40837185.769,45418311.064,364987444.444,134884222.806
423620,40837185.769,45418311.064,364987444.444,134884222.806
42369,40837185.769,45418311.064,364987444.444,134884222.806
423690,40837185.769,45418311.064,364987444.444,134884222.806
4237,122511557.307,136254933.192,1094962333.33,404652668.418
42371,30627889.3267,34063733.298,273740583.333,101163167.105
423710,30627889.3267,34063733.298,273740583.333,101163167.105
42372,30627889.3267,34063733.298,273740583.333,101163167.105
423720,30627889.3267,34063733.298,273740583.333,101163167.105
42373,30627889.3267,34063733.298,273740583.333,101163167.105
423730,30627889.3267,34063733.298,273740583.333,101163167.105
42374,30627889.3267,34063733.298,273740583.333,101163167.105
423740,30627889.3267,34063733.298,273740583.333,101163167.105
4238,122511557.307,136254933.192,1094962333.33,404652668.418
42381,20418592.8845,22709155.532,182493722.222,67442111.403
423810,20418592.8845,22709155.532,182493722.222,67442111.403
42382,20418592.8845,22709155.532,182493722.222,67442111.403
423820,20418592.8845,22709155.532,182493722.222,67442111.403
42383,20418592.8845,22709155.532,182493722.222,67442111.403
423830,20418592.8845,22709155.532,182493722.222,67442111.403
42384,20418592.8845,22709155.532,182493722.222,67442111.403
423840,20418592.8845,22709155.532,182493722.222,67442111.403
42385,20418592.8845,22709155.532,182493722.222,67442111.403
423850,20418592.8845,22709155.532,182493722.222,67442111.403
42386,20418592.8845,22709155.532,182493722.222,67442111.403
423860,20418592.8845,22709155.532,182493722.222,67442111.403
4239,122511557.307,136254933.192,1094962333.33,404652668.418
42391,24502311.4614,27250986.6384,218992466.667,80930533.6836
423910,24502311.4614,27250986.6384,218992466.667,80930533.6836
42392,24502311.4614,27250986.6384,218992466.667,80930533.6836
423920,24502311.4614,27250986.6384,218992466.667,80930533.6836
42393,24502311.4614,27250986.6384,218992466.667,80930533.6836
423930,24502311.4614,27250986.6384,218992466.667,80930533.6836
42394,24502311.4614,27250986.6384,218992466.667,80930533.6836
423940,24502311.4614,27250986.6384,218992466.667,80930533.6836
42399,24502311.4614,27250986.6384,218992466.667,80930533.6836
423990,24502311.4614,27250986.6384,218992466.667,80930533.6836
424,2878864025.35,1846266641.13,14846422000.0,2932294025.35
4241,0.0,0.0,0.0,0.0
42411,0.0,0.0,0.0,0.0
424110,0.0,0.0,0.0,0.0
42412,0.0,0.0,0.0,0.0
424120,0.0,0.0,0.0,0.0
42413,0.0,0.0,0.0,0.0
424130,0.0,0.0,0.0,0.0
4242,2878864025.35,1846266641.13,14846422000.0,2932294025.35
