Codes:,depreciation,interest_paid,total_net_income,total_net_loss
52412,0.0,0.0,0.0,0.0
524126,0.0,0.0,0.0,0.0
524127,0.0,0.0,0.0,0.0
524128,0.0,0.0,0.0,0.0
52413,0.0,0.0,0.0,0.0
524130,0.0,0.0,0.0,0.0
5242,132227046.015,104156046.015,3490405896.86,755824046.015
52421,132227046.015,104156046.015,3490405896.86,755824046.015
524210,132227046.015,104156046.015,3490405896.86,755824046.015
52429,0.0,0.0,0.0,0.0
524291,0.0,0.0,0.0,0.0
524292,0.0,0.0,0.0,0.0
524298,0.0,0.0,0.0,0.0
525,138377368.102,434201368.102,47862429174.9,4203951368.1
5251,6873.12356928,21566.5299741,2377299.08118,208807.82478
52511,2291.04118976,7188.8433247,792433.027059,69602.60826
525110,2291.04118976,7188.8433247,792433.027059,69602.60826
52512,2291.04118976,7188.8433247,792433.027059,69602.60826
525120,2291.04118976,7188.8433247,792433.027059,69602.60826
52519,2291.04118976,7188.8433247,792433.027059,69602.60826
525190,2291.04118976,7188.8433247,792433.027059,69602.60826
5259,138370494.979,434179801.572,47860051875.8,4203742560.28
52591,138365912.896,434165423.886,47858467009.8,4203603355.06
525910,138365912.896,434165423.886,47858467009.8,4203603355.06
52592,2291.04118976,7188.8433247,792433.027059,69602.60826
525920,2291.04118976,7188.8433247,792433.027059,69602.60826
52599,2291.04118976,7188.8433247,792433.027059,69602.60826
525990,2291.04118976,7188.8433247,792433.027059,69602.60826
53,10386400038.2,7491335038.15,171770447000.0,104904653038.0
531,2547152032.73,6151807032.73,156541273858.0,100155899033.0
5311,1334386000.0,2271698000.0,119248743000.0,68074240000.0
53111,284531000.0,530507000.0,27117639000.0,36476839000.0
531110,284531000.0,530507000.0,27117639000.0,36476839000.0
53112,756001000.0,1211267000.0,82060048000.0,28946165000.0
531120,756001000.0,1211267000.0,82060048000.0,28946165000.0
53113,66022000.0,113155000.0,2465255000.0,222459000.0
531130,66022000.0,113155000.0,2465255000.0,222459000.0
53119,227832000.0,416769000.0,7605801000.0,2428777000.0
531190,227832000.0,416769000.0,7605801000.0,2428777000.0
5312,1212766032.73,3880109032.73,37292530857.7,32081659032.7
53121,1212766032.73,3880109032.73,37292530857.7,32081659032.7
531210,1212766032.73,3880109032.73,37292530857.7,32081659032.7
5313,0.0,0.0,0.0,0.0
53131,0.0,0.0,0.0,0.0
531311,0.0,0.0,0.0,0.0
531312,0.0,0.0,0.0,0.0
53132,0.0,0.0,0.0,0.0
531320,0.0,0.0,0.0,0.0
53139,0.0,0.0,0.0,0.0
531390,0.0,0.0,0.0,0.0
532,7718748004.96,1309434004.96,6846508129.98,4507877004.96
5321,1929687001.24,327358501.24,1711627032.49,1126969251.24
53211,964843500.62,163679250.62,855813516.247,563484625.62
532111,482421750.31,81839625.3099,427906758.124,281742312.81
532112,482421750.31,81839625.3099,427906758.124,281742312.81
53212,964843500.62,163679250.62,855813516.247,563484625.62
532120,964843500.62,163679250.62,855813516.247,563484625.62
5322,1929687001.24,327358501.24,1711627032.49,1126969251.24
53221,482421750.31,81839625.3099,427906758.124,281742312.81
532210,482421750.31,81839625.3099,427906758.124,281742312.81
53222,482421750.31,81839625.3099,427906758.124,281742312.81
532220,482421750.31,81839625.3099,427906758.124,281742312.81
53223,482421750.31,81839625.3099,427906758.124,281742312.81
532230,482421750.31,81839625.3099,427906758.124,281742312.81
53229,482421750.31,81839625.3099,427906758.124,281742312.81
532291,160807250.103,27279875.1033,142635586.041,93914104.27
532292,160807250.103,27279875.1033,142635586.041,93914104.27
532299,160807250.103,27279875.1033,142635586.041,93914104.27
5323,1929687001.24,327358501.24,1711627032.49,1126969251.24
53231,1929687001.24,327358501.24,1711627032.49,1126969251.24
532310,1929687001.24,327358501.24,1711627032.49,1126969251.24
5324,1929687001.24,327358501.24,1711627032.49,1126969251.24
53241,643229000.413,109119500.413,570542344.165,375656417.08
532411,321614500.207,54559750.2066,285271172.082,187828208.54
532412,321614500.207,54559750.2066,285271172.082,187828208.54
53242,643229000.413,109119500.413,570542344.165,375656417.08
532420,643229000.413,109119500.413,570542344.165,375656417.08
53249,643229000.413,109119500.413,570542344.165,375656417.08
532490,643229000.413,109119500.413,570542344.165,375656417.08
533,120500000.469,30094000.469,8382665012.29,240877000.469
5331,120500000.469,30094000.469,8382665012.29,240877000.469
53311,120500000.469,30094000.469,8382665012.29,240877000.469
533110,120500000.469,30094000.469,8382665012.29,240877000.469
54,4148261015.58,2275567015.58,99467004000.0,8291577015.58
541,4148261015.58,2275567015.58,99467004000.0,8291577015.58
5411,1016150668.4,138126779.508,51458701888.9,-327125887.158
54111,338716889.466,46042259.8361,17152900629.6,-109041962.386
541110,338716889.466,46042259.8361,17152900629.6,-109041962.386
54112,338716889.466,46042259.8361,17152900629.6,-109041962.386
541120,338716889.466,46042259.8361,17152900629.6,-109041962.386
54119,338716889.466,46042259.8361,17152900629.6,-109041962.386
541191,169358444.733,23021129.9181,8576450314.81,-54520981.193
541199,169358444.733,23021129.9181,8576450314.81,-54520981.193
5412,382094668.397,194339779.508,14440981888.9,-440261887.158
54121,382094668.397,194339779.508,14440981888.9,-440261887.158
541211,95523667.0993,48584944.8771,3610245472.22,-110065471.79
541213,95523667.0993,48584944.8771,3610245472.22,-110065471.79
541214,95523667.0993,48584944.8771,3610245472.22,-110065471.79
541219,95523667.0993,48584944.8771,3610245472.22,-110065471.79
5413,96874668.3973,-22731220.4916,961556888.889,-161895887.158
54131,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541310,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
54132,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541320,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
54133,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541330,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
54134,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541340,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
54135,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541350,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
54136,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541360,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
54137,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541370,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
54138,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
541380,12109333.5497,-2841402.56145,120194611.111,-20236985.8948
5414,-148152331.603,-109341220.492,-1973427111.11,-527000887.158
54141,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
541410,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
54142,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
541420,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
54143,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
541430,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
54149,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
541490,-37038082.9007,-27335305.1229,-493356777.778,-131750221.79
5415,254156668.397,47380779.5084,1340500888.89,707769112.842
54151,254156668.397,47380779.5084,1340500888.89,707769112.842
541511,63539167.0993,11845194.8771,335125222.222,176942278.21
541512,63539167.0993,11845194.8771,335125222.222,176942278.21
541513,63539167.0993,11845194.8771,335125222.222,176942278.21
541519,63539167.0993,11845194.8771,335125222.222,176942278.21
5416,1354871668.4,991674779.508,18148868222.2,3332324779.51
54161,451623889.466,330558259.836,6049622740.74,1110774926.5
541611,90324777.8932,66111651.9672,1209924548.15,222154985.301
541612,90324777.8932,66111651.9672,1209924548.15,222154985.301
541613,90324777.8932,66111651.9672,1209924548.15,222154985.301
541614,90324777.8932,66111651.9672,1209924548.15,222154985.301
541618,90324777.8932,66111651.9672,1209924548.15,222154985.301
54162,451623889.466,330558259.836,6049622740.74,1110774926.5
541620,451623889.466,330558259.836,6049622740.74,1110774926.5
54169,451623889.466,330558259.836,6049622740.74,1110774926.5
541690,451623889.466,330558259.836,6049622740.74,1110774926.5
5417,-181938331.603,-144842220.492,-2374192111.11,-645720887.158
54171,-90969165.8014,-72421110.2458,-1187096055.56,-322860443.579
541711,-45484582.9007,-36210555.1229,-593548027.778,-161430221.79
541712,-45484582.9007,-36210555.1229,-593548027.778,-161430221.79
54172,-90969165.8014,-72421110.2458,-1187096055.56,-322860443.579
541720,-90969165.8014,-72421110.2458,-1187096055.56,-322860443.579
5418,568246668.397,545441779.508,7132005222.22,1901688779.51
54181,71030833.5497,68180222.4385,891500652.778,237711097.439
541810,71030833.5497,68180222.4385,891500652.778,237711097.439
54182,71030833.5497,68180222.4385,891500652.778,237711097.439
541820,71030833.5497,68180222.4385,891500652.778,237711097.439
54183,71030833.5497,68180222.4385,891500652.778,237711097.439
541830,71030833.5497,68180222.4385,891500652.778,237711097.439
54184,71030833.5497,68180222.4385,891500652.778,237711097.439
541840,71030833.5497,68180222.4385,891500652.778,237711097.439
54185,71030833.5497,68180222.4385,891500652.778,237711097.439
541850,71030833.5497,68180222.4385,891500652.778,237711097.439
54186,71030833.5497,68180222.4385,891500652.778,237711097.439
541860,71030833.5497,68180222.4385,891500652.778,237711097.439
54187,71030833.5497,68180222.4385,891500652.778,237711097.439
541870,71030833.5497,68180222.4385,891500652.778,237711097.439
54189,71030833.5497,68180222.4385,891500652.778,237711097.439
541890,71030833.5497,68180222.4385,891500652.778,237711097.439
5419,805956668.397,635517779.508,10332008222.2,4451799779.51
54191,161191333.679,127103555.902,2066401644.44,890359955.902
541910,161191333.679,127103555.902,2066401644.44,890359955.902
54192,161191333.679,127103555.902,2066401644.44,890359955.902
541921,80595666.8397,63551777.9508,1033200822.22,445179977.951
541922,80595666.8397,63551777.9508,1033200822.22,445179977.951
54193,161191333.679,127103555.902,2066401644.44,890359955.902
541930,161191333.679,127103555.902,2066401644.44,890359955.902
54194,161191333.679,127103555.902,2066401644.44,890359955.902
541940,161191333.679,127103555.902,2066401644.44,890359955.902
54199,161191333.679,127103555.902,2066401644.44,890359955.902
541990,161191333.679,127103555.902,2066401644.44,890359955.902
55,496732066.402,3677386066.4,32106410000.0,8442279066.4
551,496732066.402,3677386066.4,32106410000.0,8442279066.4
5511,496732066.402,3677386066.4,32106410000.0,8442279066.4
55111,496732066.402,3677386066.4,32106410000.0,8442279066.4
551111,429048060.815,3176310666.0,27731636191.8,7291946116.02
551112,67684005.5867,501075400.398,4374773808.24,1150332950.38
551114,0.0,0.0,0.0,0.0
56,1550937006.49,1173715006.49,9222194000.0,4608020006.49
561,996674004.113,984623004.113,8303261366.24,3863245004.11
5611,124584250.514,123077875.514,1037907670.78,482905625.514
56111,124584250.514,123077875.514,1037907670.78,482905625.514
561110,124584250.514,123077875.514,1037907670.78,482905625.514
5612,124584250.514,123077875.514,1037907670.78,482905625.514
56121,124584250.514,123077875.514,1037907670.78,482905625.514
561210,124584250.514,123077875.514,1037907670.78,482905625.514
5613,124584250.514,123077875.514,1037907670.78,482905625.514
56131,41528083.5047,41025958.5047,345969223.593,160968541.838
561311,20764041.7524,20512979.2524,172984611.797,80484270.919
561312,20764041.7524,20512979.2524,172984611.797,80484270.919
56132,41528083.5047,41025958.5047,345969223.593,160968541.838
561320,41528083.5047,41025958.5047,345969223.593,160968541.838
56133,41528083.5047,41025958.5047,345969223.593,160968541.838
561330,41528083.5047,41025958.5047,345969223.593,160968541.838
5614,124584250.514,123077875.514,1037907670.78,482905625.514
56141,20764041.7524,20512979.2524,172984611.797,80484270.919
561410,20764041.7524,20512979.2524,172984611.797,80484270.919
56142,20764041.7524,20512979.2524,172984611.797,80484270.919
561421,10382020.8762,10256489.6262,86492305.8983,40242135.4595
561422,10382020.8762,10256489.6262,86492305.8983,40242135.4595
56143,20764041.7524,20512979.2524,172984611.797,80484270.919
561431,10382020.8762,10256489.6262,86492305.8983,40242135.4595
561439,10382020.8762,10256489.6262,86492305.8983,40242135.4595
56144,20764041.7524,20512979.2524,172984611.797,80484270.919
561440,20764041.7524,20512979.2524,172984611.797,80484270.919
56145,20764041.7524,20512979.2524,172984611.797,80484270.919
561450,20764041.7524,20512979.2524,172984611.797,80484270.919
56149,20764041.7524,20512979.2524,172984611.797,80484270.919
561491,6921347.25078,6837659.75078,57661537.2656,26828090.3063
561492,6921347.25078,6837659.75078,57661537.2656,26828090.3063
561499,6921347.25078,6837659.75078,57661537.2656,26828090.3063
5615,124584250.514,123077875.514,1037907670.78,482905625.514
56151,41528083.5047,41025958.5047,345969223.593,160968541.838
561510,41528083.5047,41025958.5047,345969223.593,160968541.838
56152,41528083.5047,41025958.5047,345969223.593,160968541.838
561520,41528083.5047,41025958.5047,345969223.593,160968541.838
56159,41528083.5047,41025958.5047,345969223.593,160968541.838
561591,20764041.7524,20512979.2524,172984611.797,80484270.919
561599,20764041.7524,20512979.2524,172984611.797,80484270.919
5616,124584250.514,123077875.514,1037907670.78,482905625.514
56161,62292125.2571,61538937.7571,518953835.39,241452812.757
561611,20764041.7524,20512979.2524,172984611.797,80484270.919
561612,20764041.7524,20512979.2524,172984611.797,80484270.919
561613,20764041.7524,20512979.2524,172984611.797,80484270.919
56162,62292125.2571,61538937.7571,518953835.39,241452812.757
561621,31146062.6285,30769468.8785,259476917.695,120726406.379
561622,31146062.6285,30769468.8785,259476917.695,120726406.379
5617,124584250.514,123077875.514,1037907670.78,482905625.514
56171,24916850.1028,24615575.1028,207581534.156,96581125.1028
561710,24916850.1028,24615575.1028,207581534.156,96581125.1028
56172,24916850.1028,24615575.1028,207581534.156,96581125.1028
561720,24916850.1028,24615575.1028,207581534.156,96581125.1028
56173,24916850.1028,24615575.1028,207581534.156,96581125.1028
561730,24916850.1028,24615575.1028,207581534.156,96581125.1028
56174,24916850.1028,24615575.1028,207581534.156,96581125.1028
561740,24916850.1028,24615575.1028,207581534.156,96581125.1028
56179,24916850.1028,24615575.1028,207581534.156,96581125.1028
561790,24916850.1028,24615575.1028,207581534.156,96581125.1028
5619,124584250.514,123077875.514,1037907670.78,482905625.514
56191,41528083.5047,41025958.5047,345969223.593,160968541.838
561910,41528083.5047,41025958.5047,345969223.593,160968541.838
56192,41528083.5047,41025958.5047,345969223.593,160968541.838
561920,41528083.5047,41025958.5047,345969223.593,160968541.838
56199,41528083.5047,41025958.5047,345969223.593,160968541.838
561990,41528083.5047,41025958.5047,345969223.593,160968541.838
562,554263002.377,189092002.377,918932633.759,744775002.377
5621,184754334.126,63030667.4589,306310877.92,248258334.126
56211,184754334.126,63030667.4589,306310877.92,248258334.126
562111,61584778.0419,21010222.4863,102103625.973,82752778.0419
562112,61584778.0419,21010222.4863,102103625.973,82752778.0419
562119,61584778.0419,21010222.4863,102103625.973,82752778.0419
5622,184754334.126,63030667.4589,306310877.92,248258334.126
56221,184754334.126,63030667.4589,306310877.92,248258334.126
562211,46188583.5314,15757666.8647,76577719.4799,62064583.5314
562212,46188583.5314,15757666.8647,76577719.4799,62064583.5314
562213,46188583.5314,15757666.8647,76577719.4799,62064583.5314
562219,46188583.5314,15757666.8647,76577719.4799,62064583.5314
5629,184754334.126,63030667.4589,306310877.92,248258334.126
56291,61584778.0419,21010222.4863,102103625.973,82752778.0419
562910,61584778.0419,21010222.4863,102103625.973,82752778.0419
56292,61584778.0419,21010222.4863,102103625.973,82752778.0419
562920,61584778.0419,21010222.4863,102103625.973,82752778.0419
56299,61584778.0419,21010222.4863,102103625.973,82752778.0419
562991,30792389.0209,10505111.2432,51051812.9866,41376389.0209
562998,30792389.0209,10505111.2432,51051812.9866,41376389.0209
61,128478000.824,68321000.8238,982016000.0,302767000.824
611,128478000.824,68321000.8238,982016000.0,302767000.824
6111,18354000.1177,9760142.97483,140288000.0,43252428.6891
61111,18354000.1177,9760142.97483,140288000.0,43252428.6891
611110,18354000.1177,9760142.97483,140288000.0,43252428.6891
6112,18354000.1177,9760142.97483,140288000.0,43252428.6891
61121,18354000.1177,9760142.97483,140288000.0,43252428.6891
611210,18354000.1177,9760142.97483,140288000.0,43252428.6891
6113,18354000.1177,9760142.97483,140288000.0,43252428.6891
61131,18354000.1177,9760142.97483,140288000.0,43252428.6891
611310,18354000.1177,9760142.97483,140288000.0,43252428.6891
6114,18354000.1177,9760142.97483,140288000.0,43252428.6891
61141,6118000.03923,3253380.99161,46762666.6667,14417476.2297
611410,6118000.03923,3253380.99161,46762666.6667,14417476.2297
61142,6118000.03923,3253380.99161,46762666.6667,14417476.2297
611420,6118000.03923,3253380.99161,46762666.6667,14417476.2297
61143,6118000.03923,3253380.99161,46762666.6667,14417476.2297
611430,6118000.03923,3253380.99161,46762666.6667,14417476.2297
6115,18354000.1177,9760142.97483,140288000.0,43252428.6891
61151,18354000.1177,9760142.97483,140288000.0,43252428.6891
611511,4588500.02942,2440035.74371,35072000.0,10813107.1723
611512,4588500.02942,2440035.74371,35072000.0,10813107.1723
611513,4588500.02942,2440035.74371,35072000.0,10813107.1723
611519,4588500.02942,2440035.74371,35072000.0,10813107.1723
6116,18354000.1177,9760142.97483,140288000.0,43252428.6891
61161,4588500.02942,2440035.74371,35072000.0,10813107.1723
611610,4588500.02942,2440035.74371,35072000.0,10813107.1723
61162,4588500.02942,2440035.74371,35072000.0,10813107.1723
611620,4588500.02942,2440035.74371,35072000.0,10813107.1723
61163,4588500.02942,2440035.74371,35072000.0,10813107.1723
611630,4588500.02942,2440035.74371,35072000.0,10813107.1723
61169,4588500.02942,2440035.74371,35072000.0,10813107.1723
611691,1529500.00981,813345.247902,11690666.6667,3604369.05743
611692,1529500.00981,813345.247902,11690666.6667,3604369.05743
611699,1529500.00981,813345.247902,11690666.6667,3604369.05743
6117,18354000.1177,9760142.97483,140288000.0,43252428.6891
61171,18354000.1177,9760142.97483,140288000.0,43252428.6891
611710,18354000.1177,9760142.97483,140288000.0,43252428.6891
62,5088240006.86,2936153006.86,37646388000.0,4742331006.86
621,2009716006.86,822847006.863,28393553000.0,1984624006.86
6211,281401500.0,133363500.0,7890920500.0,182692500.0
62111,281401500.0,133363500.0,7890920500.0,182692500.0
621111,140700750.0,66681750.0,3945460250.0,91346250.0
621112,140700750.0,66681750.0,3945460250.0,91346250.0
6212,281400506.863,133364506.863,7890919500.0,182693506.863
62121,281400506.863,133364506.863,7890919500.0,182693506.863
621210,281400506.863,133364506.863,7890919500.0,182693506.863
6213,50655000.0,37360000.0,1466808000.0,190003000.0
62131,10131000.0,7472000.0,293361600.0,38000600.0
621310,10131000.0,7472000.0,293361600.0,38000600.0
62132,10131000.0,7472000.0,293361600.0,38000600.0
621320,10131000.0,7472000.0,293361600.0,38000600.0
62133,10131000.0,7472000.0,293361600.0,38000600.0
621330,10131000.0,7472000.0,293361600.0,38000600.0
62134,10131000.0,7472000.0,293361600.0,38000600.0
621340,10131000.0,7472000.0,293361600.0,38000600.0
62139,10131000.0,7472000.0,293361600.0,38000600.0
621391,5065500.0,3736000.0,146680800.0,19000300.0
621399,5065500.0,3736000.0,146680800.0,19000300.0
6214,692091000.0,238974000.0,7726341000.0,734394000.0
62141,230697000.0,79658000.0,2575447000.0,244798000.0
621410,230697000.0,79658000.0,2575447000.0,244798000.0
62142,230697000.0,79658000.0,2575447000.0,244798000.0
621420,230697000.0,79658000.0,2575447000.0,244798000.0
62149,230697000.0,79658000.0,2575447000.0,244798000.0
621491,57674250.0,19914500.0,643861750.0,61199500.0
621492,57674250.0,19914500.0,643861750.0,61199500.0
621493,57674250.0,19914500.0,643861750.0,61199500.0
621498,57674250.0,19914500.0,643861750.0,61199500.0
6215,574592000.0,202461000.0,2774373000.0,382620000.0
62151,574592000.0,202461000.0,2774373000.0,382620000.0
621511,287296000.0,101230500.0,1387186500.0,191310000.0
621512,287296000.0,101230500.0,1387186500.0,191310000.0
6216,54702000.0,61606000.0,537067000.0,177149000.0
62161,54702000.0,61606000.0,537067000.0,177149000.0
621610,54702000.0,61606000.0,537067000.0,177149000.0
6219,74874000.0,15718000.0,107124000.0,135072000.0
62191,37437000.0,7859000.0,53562000.0,67536000.0
621910,37437000.0,7859000.0,53562000.0,67536000.0
62199,37437000.0,7859000.0,53562000.0,67536000.0
621991,18718500.0,3929500.0,26781000.0,33768000.0
621999,18718500.0,3929500.0,26781000.0,33768000.0
622,1616026000.0,697629000.0,6179166000.0,843293000.0
6221,538675333.333,232543000.0,2059722000.0,281097666.667
62211,538675333.333,232543000.0,2059722000.0,281097666.667
622110,538675333.333,232543000.0,2059722000.0,281097666.667
6222,538675333.333,232543000.0,2059722000.0,281097666.667
62221,538675333.333,232543000.0,2059722000.0,281097666.667
622210,538675333.333,232543000.0,2059722000.0,281097666.667
6223,538675333.333,232543000.0,2059722000.0,281097666.667
62231,538675333.333,232543000.0,2059722000.0,281097666.667
622310,538675333.333,232543000.0,2059722000.0,281097666.667
623,1407893000.0,1326017000.0,2643958000.0,1827548000.0
6231,351973250.0,331504250.0,660989500.0,456887000.0
62311,351973250.0,331504250.0,660989500.0,456887000.0
623110,351973250.0,331504250.0,660989500.0,456887000.0
6232,351973250.0,331504250.0,660989500.0,456887000.0
62321,175986625.0,165752125.0,330494750.0,228443500.0
623210,175986625.0,165752125.0,330494750.0,228443500.0
62322,175986625.0,165752125.0,330494750.0,228443500.0
623220,175986625.0,165752125.0,330494750.0,228443500.0
6233,351973250.0,331504250.0,660989500.0,456887000.0
62331,351973250.0,331504250.0,660989500.0,456887000.0
623311,175986625.0,165752125.0,330494750.0,228443500.0
623312,175986625.0,165752125.0,330494750.0,228443500.0
6239,351973250.0,331504250.0,660989500.0,456887000.0
62399,351973250.0,331504250.0,660989500.0,456887000.0
623990,351973250.0,331504250.0,660989500.0,456887000.0
624,54605000.0,89660000.0,429711000.0,86866000.0
6241,13651250.0,22415000.0,107427750.0,21716500.0
62411,4550416.66667,7471666.66667,35809250.0,7238833.33333
624110,4550416.66667,7471666.66667,35809250.0,7238833.33333
62412,4550416.66667,7471666.66667,35809250.0,7238833.33333
624120,4550416.66667,7471666.66667,35809250.0,7238833.33333
62419,4550416.66667,7471666.66667,35809250.0,7238833.33333
624190,4550416.66667,7471666.66667,35809250.0,7238833.33333
6242,13651250.0,22415000.0,107427750.0,21716500.0
62421,4550416.66667,7471666.66667,35809250.0,7238833.33333
624210,4550416.66667,7471666.66667,35809250.0,7238833.33333
62422,4550416.66667,7471666.66667,35809250.0,7238833.33333
624221,2275208.33333,3735833.33333,17904625.0,3619416.66667
624229,2275208.33333,3735833.33333,17904625.0,3619416.66667
62423,4550416.66667,7471666.66667,35809250.0,7238833.33333
624230,4550416.66667,7471666.66667,35809250.0,7238833.33333
6243,13651250.0,22415000.0,107427750.0,21716500.0
62431,13651250.0,22415000.0,107427750.0,21716500.0
624310,13651250.0,22415000.0,107427750.0,21716500.0
6244,13651250.0,22415000.0,107427750.0,21716500.0
62441,13651250.0,22415000.0,107427750.0,21716500.0
624410,13651250.0,22415000.0,107427750.0,21716500.0
71,3957682002.78,2665799002.78,8218512000.0,7467580002.78
711,1361216712.51,1206148712.51,4484262711.71,4420623712.51
7111,272243342.502,241229742.502,896852542.341,884124742.502
71111,68060835.6254,60307435.6254,224213135.585,221031185.625
711110,68060835.6254,60307435.6254,224213135.585,221031185.625
71112,68060835.6254,60307435.6254,224213135.585,221031185.625
711120,68060835.6254,60307435.6254,224213135.585,221031185.625
71113,68060835.6254,60307435.6254,224213135.585,221031185.625
711130,68060835.6254,60307435.6254,224213135.585,221031185.625
71119,68060835.6254,60307435.6254,224213135.585,221031185.625
711190,68060835.6254,60307435.6254,224213135.585,221031185.625
7112,272243342.502,241229742.502,896852542.341,884124742.502
71121,272243342.502,241229742.502,896852542.341,884124742.502
711211,90747780.8339,80409914.1672,298950847.447,294708247.501
711212,90747780.8339,80409914.1672,298950847.447,294708247.501
711219,90747780.8339,80409914.1672,298950847.447,294708247.501
7113,272243342.502,241229742.502,896852542.341,884124742.502
71131,136121671.251,120614871.251,448426271.171,442062371.251
711310,136121671.251,120614871.251,448426271.171,442062371.251
71132,136121671.251,120614871.251,448426271.171,442062371.251
711320,136121671.251,120614871.251,448426271.171,442062371.251
7114,272243342.502,241229742.502,896852542.341,884124742.502
71141,272243342.502,241229742.502,896852542.341,884124742.502
711410,272243342.502,241229742.502,896852542.341,884124742.502
7115,272243342.502,241229742.502,896852542.341,884124742.502
71151,272243342.502,241229742.502,896852542.341,884124742.502
711510,272243342.502,241229742.502,896852542.341,884124742.502
712,3327000.0,26000.0,6235000.0,21308000.0
7121,3327000.0,26000.0,6235000.0,21308000.0
71211,831750.0,6500.0,1558750.0,5327000.0
712110,831750.0,6500.0,1558750.0,5327000.0
71212,831750.0,6500.0,1558750.0,5327000.0
712120,831750.0,6500.0,1558750.0,5327000.0
71213,831750.0,6500.0,1558750.0,5327000.0
712130,831750.0,6500.0,1558750.0,5327000.0
71219,831750.0,6500.0,1558750.0,5327000.0
712190,831750.0,6500.0,1558750.0,5327000.0
713,2593138290.27,1459624290.27,3728014288.29,3025648290.27
7131,864379430.09,486541430.09,1242671429.43,1008549430.09
71311,432189715.045,243270715.045,621335714.715,504274715.045
713110,432189715.045,243270715.045,621335714.715,504274715.045
71312,432189715.045,243270715.045,621335714.715,504274715.045
713120,432189715.045,243270715.045,621335714.715,504274715.045
7132,864379430.09,486541430.09,1242671429.43,1008549430.09
71321,432189715.045,243270715.045,621335714.715,504274715.045
713210,432189715.045,243270715.045,621335714.715,504274715.045
71329,432189715.045,243270715.045,621335714.715,504274715.045
713290,432189715.045,243270715.045,621335714.715,504274715.045
7139,864379430.09,486541430.09,1242671429.43,1008549430.09
71391,144063238.348,81090238.3483,207111904.905,168091571.682
713910,144063238.348,81090238.3483,207111904.905,168091571.682
71392,144063238.348,81090238.3483,207111904.905,168091571.682
713920,144063238.348,81090238.3483,207111904.905,168091571.682
71393,144063238.348,81090238.3483,207111904.905,168091571.682
713930,144063238.348,81090238.3483,207111904.905,168091571.682
71394,144063238.348,81090238.3483,207111904.905,168091571.682
713940,144063238.348,81090238.3483,207111904.905,168091571.682
71395,144063238.348,81090238.3483,207111904.905,168091571.682
713950,144063238.348,81090238.3483,207111904.905,168091571.682
71399,144063238.348,81090238.3483,207111904.905,168091571.682
713990,144063238.348,81090238.3483,207111904.905,168091571.682
72,10252521010.4,7620389010.43,11298985000.0,10442819010.4
721,6881579589.47,6466775004.33,5067443585.14,6334308004.33
7211,2293859863.16,2155591668.11,1689147861.71,2111436001.44
72111,764619954.386,718530556.036,563049287.238,703812000.481
721110,764619954.386,718530556.036,563049287.238,703812000.481
72112,764619954.386,718530556.036,563049287.238,703812000.481
721120,764619954.386,718530556.036,563049287.238,703812000.481
72119,764619954.386,718530556.036,563049287.238,703812000.481
721191,382309977.193,359265278.018,281524643.619,351906000.24
721199,382309977.193,359265278.018,281524643.619,351906000.24
7212,2293859863.16,2155591668.11,1689147861.71,2111436001.44
72121,2293859863.16,2155591668.11,1689147861.71,2111436001.44
721211,1146929931.58,1077795834.05,844573930.857,1055718000.72
721214,1146929931.58,1077795834.05,844573930.857,1055718000.72
7213,2293859863.16,2155591668.11,1689147861.71,2111436001.44
72131,2293859863.16,2155591668.11,1689147861.71,2111436001.44
721310,2293859863.16,2155591668.11,1689147861.71,2111436001.44
722,3370941420.96,1153614006.11,6231541414.86,4108511006.11
7223,1123647140.32,384538002.035,2077180471.62,1369503668.7
72231,374549046.773,128179334.012,692393490.539,456501222.901
722310,374549046.773,128179334.012,692393490.539,456501222.901
72232,374549046.773,128179334.012,692393490.539,456501222.901
722320,374549046.773,128179334.012,692393490.539,456501222.901
72233,374549046.773,128179334.012,692393490.539,456501222.901
722330,374549046.773,128179334.012,692393490.539,456501222.901
7224,1123647140.32,384538002.035,2077180471.62,1369503668.7
72241,1123647140.32,384538002.035,2077180471.62,1369503668.7
